country,latitude,longitude,name,room_types,booked,rating,nights,review,traveler_type,reviewed,review_title
 India,20.5937,78.9629,Joshi,Two-Bedroom Villa with Garden View ,2021-10,10.0,3,"Beautiful property, very clean, warm and humble staff, great food and not to forget, at a reasonable cost. Thanks for everything!",Group,2021-10-19,Stop reading and book your stay here first.
 India,20.5937,78.9629,Mcjacob83,Junior Suite with King Bed ,2021-10,10.0,2,"Room size was amazingly large. 1.8x any other room we've stayed in, in a hotel of a similar category. Location is superb and we could reach any place in North Goa within 30 minutes. The facilities on site are great - even though we did not use any owing to the pandemic, we saw others using the pools. The food in the restaurant is fresh and tasty - we had dinner and breakfast. The staff are very helpful and we were made very comfortable in all interactions. Parking for our vehicle was available on site and when it was full, we were offered equally good parking right opposite the property. Wholeheartedly hoping to stay here again!",Family,2021-10-16,Awesome
 India,20.5937,78.9629,Anjana,Three-Bedroom Villa ,2021-10,10.0,4,We had a really great stay at Seashell. Breakfast was awesome and the hospitality was exceptional. Rooms were clean and really have no complaints. Property has three pools along with kids pool as well which was a bonus for us. Would surely recommend this .,Family,2021-10-12,Excellent
 United Kingdom,55.3781,-3.436,Anjana,Junior Suite with King Bed ,2021-10,10.0,3,"Great place in Goa, Very friendly Staff Members",Couple,2021-10-11,One of our good stays in this country - we were comfortable.
 India,20.5937,78.9629,Rajesh,Junior Suite with King Bed ,2021-10,9.0,4,The breakfast was a big nice spread - more like a meal. The property is very clean and hygienic - this exceeded our expectations.,Solo traveller,2021-10-10,Exceptional
 India,20.5937,78.9629,Ashish,Junior Suite with King Bed ,2021-10,10.0,4,Price of suite was little on higher side.,Family,2021-10-08,Exceptional
 Hong Kong,22.3193,114.1694,Rohit,Junior Suite with Twin Bed ,2021-09,10.0,4,Staff,Solo traveller,2021-10-01,Excellent homely place to stay
 India,20.5937,78.9629,Bhuptani,Junior Suite with King Bed ,2021-09,10.0,4,Excellent breakfast.. my parents visited this place and were praising staff and food and overall team.,Couple,2021-09-27,Awesome and Confirtable
 India,20.5937,78.9629,Bhumika,Junior Suite with King Bed ,2021-09,9.0,3,Like the all facilities. Breakfast varieties are very good and taste of the food is delicious. Room size is very big and clean.,Couple,2021-09-24,Best stay
 India,20.5937,78.9629,Ritesh,Three-Bedroom Villa ,2021-09,10.0,2,They make you feel like a Royal Family with everyone serving you the best.,Family,2021-09-22,Exceptional
 India,20.5937,78.9629,Rahul,Three-Bedroom Villa ,2021-09,10.0,3,The rooms were quite good and the breakfast was quite good. There was a really nice personal touch of adding a welcome back cake to the room.,Group,2021-09-20,Lovely property with wonderful staff
 India,20.5937,78.9629,Nakul,Junior Suite with King Bed ,2021-08,10.0,3,"Staff and service is impeccable.
The rooms and hygiene is top notch.
Kid friendly property.",Family,2021-08-29,Exceptional
 India,20.5937,78.9629,Kedar,Junior Suite with King Bed ,2021-08,10.0,5,Pleasent staff and always helped or extended for any requests.,Couple,2021-08-29,Superb
 India,20.5937,78.9629,Kiran,Junior Suite with King Bed ,2021-08,9.0,2,Best ever,Family,2021-08-23,Great Place! Excellent Service!
 India,20.5937,78.9629,Ashish,Three-Bedroom Villa ,2021-08,10.0,4,"Great place, the staff is so friendly, villas are large and spacious, they have 3 pools, including baby pool.",Family,2021-08-08,We felt very as at home and comfortable
 Germany,51.1657,10.4515,Cherryl,Junior Suite with King Bed ,2024-02,9.0,8,"Above-average service orientation of the entire staff. 
Very nice and clean Hotel facility",Couple,2024-03-02,Certainly not a 5 star Hotel. It is a very good 3.5-4.0 star hotel.
 United Kingdom,55.3781,-3.436,Karan,Two-Bedroom Villa with Garden View ,2023-11,8.0,6,"On the plus point though, a well run family resort, location is a great virtue. The beach, all the local restaurants are walking distance. The owner, his son and the manager came to speak to us every breakfast time. All the staff are a real credit to the resort. 
Asha and Anjana at the front desk were extremely helpful. 
Manto, Ritu and Jitu were very helpful. Onkar looked after us at breakfast everyday. Pool bar attendant looked after with food and drink without any issue.",Couple,2023-12-01,"Great stay, great location, great team."
 United Kingdom,55.3781,-3.436,Gordon,Junior Suite with King Bed ,2023-10,10.0,7,"Breakfast was exceptional alwys. and all staff cheerful and very very helpful. Pools genarally clean and management have created a great space. Some guests are less respectful of the space, and the team do remain respectful and keep the place to a great standard compared to most places around in this price bracket..Would recommend without hesitation, as stayed here before and standards have been maintained at this high standard. Will book again in a heartbeat. Love this place.",Group,2023-10-17,Good reasonably priced hotel with an excellent staff
 India,20.5937,78.9629,Kiran,Junior Suite with King Bed ,2023-09,9.0,2,Excellent and friendly staff. Location was good. Food was reasonably priced and good. The room was big and comfortable. Its not 5 star luxury but definitely comfortable.,Family,2023-09-17,Superb
 New Zealand,-40.9006,174.886,Jim1708,Junior Suite with King Bed ,2023-06,9.0,4,The breakfast was awesome and the staff very super friendly,Family,2023-06-03,Superb
 France,46.6034,1.8883,Jérôme,Two-Bedroom Villa with Garden View ,2023-05,9.0,3,"excellent location at cadolim/goa, very closed to the beach.
3 beautiful swimming pools. Villas very confortable.",Family,2023-05-21,Excellent quality for the price you pay
 India,20.5937,78.9629,Bhatia,Junior Suite with Twin Bed ,2022-12,9.0,3,The fact that each mgmt member comes in the morning to greet the guests including the owner even once. They truly make you feel at home.,Family,2022-12-29,Awesome
 United Kingdom,55.3781,-3.436,Abhimanyu,Junior Suite with King Bed ,2022-12,8.0,3,"Hospitality was great
Kind staff
Food at the restaurant is better than most of the restaurants in the vicinity",Couple,2022-12-16,A perfect stay
 India,20.5937,78.9629,Sidhant,Junior Suite with King Bed ,2022-08,8.0,1,"I loved the staff. They are warm, utmost hospitable and always accommodating the slightest demands. The facilities are fabulously maintained. 
All rooms have balconies and three pools to have fun. A pool has bar too. The property is well designed. Location is bang in the middle of the market and is convenient with ample parking spaces.",Couple,2022-08-18,lovely would stay again
 India,20.5937,78.9629,Bobby,Junior Suite with King Bed ,2022-08,8.0,2,size of room and very central,Couple,2022-08-05,great for groups
 India,20.5937,78.9629,Rinxboo,Three-Bedroom Villa ,2022-07,9.0,3,"good location with well curated villas..
the pool was lovely..",Group,2022-08-04,The staff director and owner was very friendly and accommodating. It felt like a home away from home
 South Africa,-30.5595,22.9375,Ragani,Junior Suite with King Bed ,2022-07,8.0,4,We requested a western breakfast on the 3rd day of our visit and we were accommodated. There is a variety of  veg dishes.Limited non veg dishes on the breakfast menu.,Family,2022-07-20,Loved the location and staff
 United Arab Emirates,23.4241,53.8478,Lalitha,Junior Suite with King Bed ,2022-07,9.0,4,"The location is excellent. Staff tremendously helpful. Kitchen staff prepared meals to sooth our tastebuds, as we do not eat spicy foods. Loved the way the owner interacts with his guests and makes everyone feel special",Family,2022-07-17,"Pleasant, convenient and extremely fun"
 India,20.5937,78.9629,Champ,Junior Suite with Twin Bed ,2022-07,9.0,3,"The reception was super responsive and helpful 
The location was exceptionally good. Literally opposite some amazing cafes and restaurants. Candolim Beach is one pleasant walk away as well, which is super convenient during monsoon 
Staff was very courteous and ready to serve you well ;)",Family,2022-07-14,Excellent stay food facility n staff
 India,20.5937,78.9629,Rupa,Junior Suite with King Bed ,2022-07,10.0,3,Very good,Group,2022-07-11,Very good
 India,20.5937,78.9629,Kakde,Junior Suite with Twin Bed ,2022-06,8.0,2,overall resort was Good,Group,2022-06-23,A fantastic hotel facility with staff willing to go beyond their means to make the stay comfortable
 United Arab Emirates,23.4241,53.8478,Akash,Three-Bedroom Villa ,2022-03,8.0,4,We like the size of the villa very much as the entire family (7 adults + 2 children) had plenty of room.  The breakfast spread also was very good on a daily basis and had good options for all adults as well as children.,Family,2022-04-04,Overall experience was very good 😊
 India,20.5937,78.9629,Abbas,Junior Suite with King Bed ,2022-03,9.0,3,Pool area,Family,2022-03-31,Family managed diamond!
 India,20.5937,78.9629,Sanjit,Junior Suite with Twin Bed ,2021-12,9.0,4,"Very clean, well located. Staff are great. Owners give personal attention.",Family,2022-01-14,value for money
 India,20.5937,78.9629,Mansophia,Junior Suite with King Bed ,2021-10,9.0,1,all was good,Family,2022-01-01,Comfortable and enjoyable stay!
 India,20.5937,78.9629,Amit,Junior Suite with King Bed ,2021-11,9.0,4,"Big room 
Premium fittings in bathroom.  
Hot water available almost instantly on opening tap (for all taps with hot water connection)
Breakfast spread.
Personal attention and food suggestion by resort owner himself! 
Courteous staff
Prompt room service",Family,2021-12-09,Fantastic
 India,20.5937,78.9629,Mahesh,Three-Bedroom Villa ,2021-11,8.0,5,"Breakfast, pool and room",Family,2021-11-28,Very good
 India,20.5937,78.9629,Sandeep,Three-Bedroom Villa ,2021-11,8.0,3,"1. Courtesy of staff.
2. Greenery at the property. 
3. Gestures by directors.
4. Parking space right by the villa
5. Main Candolim Beach is walking distance from the property.",Family,2021-11-13,Great value for money place. Excellent hospitality by the owner Mr. Shelly.
 India,20.5937,78.9629,Siddhartha,Junior Suite with King Bed ,2021-10,8.0,1,Everything else was great!!,Family,2021-10-21,It was great!
 India,20.5937,78.9629,Natasha,Junior Suite with King Bed ,2021-10,9.0,4,"The breakfast was good, so was the size of the room and the pool facilities. Most importantly, the location of this hotel is superb.",Family,2021-10-20,awesome
 India,20.5937,78.9629,Monica,Two-Bedroom Villa with Garden View ,2021-10,10.0,3,excellent overall experience,Group,2021-10-07,Very good
 India,20.5937,78.9629,Dey,Junior Suite with King Bed ,2023-07,8.0,3,"food,pool ,staff all are very good. location proximity to other restaurant are very close.",Family,2023-07-11,Extremely CLEAN rooms and excellent shower.
 Kuwait,29.3117,47.4818,Angela,Junior Suite with King Bed ,2023-03,8.0,5,"Excellent shower, bathroom with hairdryer, electricity backup, extremely clean, no sound disturbance, spacious room,good a/c,  Excellent godrej safe, good room service food, average spread of bfast menu, they even gifted us a nutless eggless chocolate cake for my daughter's bday as per our specifications. Very SAFE for me and my daughter. So even though overpriced, felt WORTH IT.",Family,2023-03-01,An excellent place for the family to get away to in north GOA.
