name,country,room_types,booked,rating,nights,like_review,traveler_type,reviewed,review_title,longitude,latiude
Biswadeep,India,Superior Room Garden View with Sitout - King Bed,2023-09-01,9,1,There are no comments available for this review,Group,2023-12-04,Exceptional,78.9629,20.5937
Praveen,India,Premium Suite Sea View with Terrace - King Bed,2023-11-01,10,3,There are no comments available for this review,Family,2023-11-27,Exceptional,78.9629,20.5937
Vivek,India,Hermitage Villa - Sea View - One Bedroom,2023-11-01,10,2,There are no comments available for this review,Family,2023-11-21,Exceptional stay and hotel,78.9629,20.5937
Sunny,India,Aguada Cottage Sea View - King Bed,2023-11-01,10,4,There are no comments available for this review,Group,2023-11-20,Superb,78.9629,20.5937
Sherathiya,India,Premium Suite Sea View with Terrace - King Bed,2023-11-01,10,3,There are no comments available for this review,Couple,2023-11-19,Exceptional,78.9629,20.5937
Saugato,India,Premium Suite Sea View with Terrace - King Bed,2023-10-01,10,2,There are no comments available for this review,Family,2023-11-19,Superb,78.9629,20.5937
Vinoda,India,Superior Room Garden View with Sitout - King Bed,2023-11-01,9,2,There are no comments available for this review,Family,2023-11-15,Exceptional,78.9629,20.5937
Thomas,India,Superior Room Garden View with Sitout - King Bed,2023-11-01,10,2,There are no comments available for this review,Family,2023-11-13,Exceptional,78.9629,20.5937
Kumar,India,Aguada Cottage Sea View - Twin Bed,2023-11-01,9,2,There are no comments available for this review,Couple,2023-11-09,Superb,78.9629,20.5937
Sugandha,India,Aguada Cottage Garden View - King Bed,2023-11-01,10,3,There are no comments available for this review,Couple,2023-11-07,Exceptional,78.9629,20.5937
Hasim,India,Aguada Cottage Sea View - King Bed,2023-10-01,10,1,There are no comments available for this review,Solo traveller,2023-11-02,Exceptional,78.9629,20.5937
Richa,India,Premium Suite Sea View with Terrace - King Bed,2023-10-01,9,4,There are no comments available for this review,Family,2023-10-31,Exceptional,78.9629,20.5937
Shivangi,India,Superior Room Garden View with Sitout - King Bed,2023-09-01,10,2,There are no comments available for this review,Couple,2023-10-29,Superb,78.9629,20.5937
Sousthav,India,Deluxe Room Sea View - Twin Bed,2023-10-01,10,2,There are no comments available for this review,Couple,2023-10-26,Exceptional,78.9629,20.5937
March,India,Aguada Cottage Sea View - King Bed,2023-10-01,10,5,There are no comments available for this review,Couple,2023-10-24,Exceptional,78.9629,20.5937
Rishabh,India,Deluxe Room Sea View - King Bed,2023-10-01,9,1,There are no comments available for this review,Couple,2023-10-18,Exceptional,78.9629,20.5937
Malar,India,Hermitage Villa - Sea View - One Bedroom,2023-10-01,10,4,There are no comments available for this review,Solo traveller,2023-10-16,Exceptional,78.9629,20.5937
Reddy,India,Superior Room Garden View with Sitout - Twin Bed,2023-09-01,10,2,There are no comments available for this review,Couple,2023-10-15,Superb,78.9629,20.5937
Shrayans,India,Superior Room Garden View with Sitout - King Bed,2023-10-01,10,2,There are no comments available for this review,Couple,2023-10-15,Exceptional,78.9629,20.5937
Abhay,Australia,Hermitage Villa With Garden Sitout,2023-09-01,10,3,There are no comments available for this review,Solo traveller,2023-10-14,Exceptional,133.7751,-25.2744
Kaur,India,Deluxe Room Sea View - Twin Bed,2023-10-01,9,3,There are no comments available for this review,Group,2023-10-13,Exceptional,78.9629,20.5937
Swastik,India,Superior Room Garden View with Sitout - King Bed,2023-10-01,10,1,There are no comments available for this review,Couple,2023-10-10,Superb,78.9629,20.5937
Ankush,India,Superior Room Garden View with Sitout - Twin Bed,2023-10-01,10,2,There are no comments available for this review,Family,2023-10-09,Exceptional,78.9629,20.5937
Praveen,India,Aguada Cottage Sea View - King Bed,2023-10-01,10,2,There are no comments available for this review,Family,2023-10-08,Exceptional,78.9629,20.5937
Akshay,India,Hermitage Villa With Garden Sitout,2023-10-01,9,5,There are no comments available for this review,Group,2023-10-07,Each aspect was brilliant. The efforts to make my son’s 8th birthday extra special is so appreciated. The staff are all,78.9629,20.5937
Mohammed,India,Aguada Cottage Garden View - King Bed,2023-10-01,10,1,There are no comments available for this review,Couple,2023-10-06,Exceptional,78.9629,20.5937
Mohammed,India,Aguada Cottage Garden View - King Bed,2023-10-01,10,2,There are no comments available for this review,Couple,2023-10-06,Exceptional,78.9629,20.5937
Subhro,Australia,Deluxe Room Sea View with Sitout - King Bed,2023-09-01,10,4,There are no comments available for this review,Family,2023-10-02,Exceptional,133.7751,-25.2744
Chirag,India,Superior Room Garden View with Sitout - King Bed,2023-09-01,10,4,There are no comments available for this review,Family,2023-09-29,Exceptional,78.9629,20.5937
Kiran,India,Superior Room Garden View with Sitout - King Bed,2023-09-01,10,2,There are no comments available for this review,Couple,2023-09-24,Exceptional,78.9629,20.5937
Nilesh,India,Superior Room Garden View with Sitout - King Bed,2023-09-01,10,3,There are no comments available for this review,Couple,2023-09-22,Exceptional,78.9629,20.5937
Yaseen,India,Aguada Cottage Sea View - King Bed,2023-09-01,10,2,There are no comments available for this review,Couple,2023-09-22,Exceptional,78.9629,20.5937
Rupesh,India,Superior Room Garden View with Sitout - King Bed,2023-09-01,10,1,There are no comments available for this review,Couple,2023-09-21,Exceptional,78.9629,20.5937
Shyam,India,Deluxe Room Sea View - King Bed,2023-09-01,10,1,There are no comments available for this review,Couple,2023-09-20,Exceptional,78.9629,20.5937
Wagle,India,Superior Room Garden View with Sitout - King Bed,2023-09-01,10,3,There are no comments available for this review,Family,2023-09-19,Exceptional,78.9629,20.5937
Hrishi,India,Superior Room Garden View with Sitout - King Bed,2023-09-01,10,1,There are no comments available for this review,Couple,2023-09-19,Exceptional,78.9629,20.5937
Jane,Switzerland,Premium Suite Sea View with Terrace - King Bed,2023-09-01,10,3,There are no comments available for this review,Group,2023-09-18,Superb,8.2275,46.8182
Monica,India,Superior Room Garden View with Sitout - King Bed,2023-09-01,10,1,There are no comments available for this review,Family,2023-09-17,Exceptional,78.9629,20.5937
Gaurav,India,Premium Suite Sea View with Terrace - King Bed,2023-07-01,10,1,There are no comments available for this review,Couple,2023-09-15,Exceptional,78.9629,20.5937
Manish,India,Superior Room Garden View with Sitout - King Bed,2023-09-01,9,4,There are no comments available for this review,Family,2023-09-11,Exceptional,78.9629,20.5937
Nandish,India,Premium Suite Sea View with Terrace - King Bed,2023-09-01,10,3,There are no comments available for this review,Couple,2023-09-10,Exceptional,78.9629,20.5937
Somsuvra,India,Aguada Cottage Sea View - King Bed,2023-09-01,10,4,There are no comments available for this review,Couple,2023-09-09,Exceptional,78.9629,20.5937
Mohammed,India,Deluxe Room Sea View - King Bed,2023-08-01,10,2,There are no comments available for this review,Family,2023-09-08,Exceptional,78.9629,20.5937
Rajpal,India,Deluxe Room Sea View - King Bed,2023-09-01,10,1,There are no comments available for this review,Couple,2023-09-05,Exceptional,78.9629,20.5937
Ranjan,India,Aguada Cottage Sea View - King Bed,2023-09-01,10,4,There are no comments available for this review,Family,2023-09-01,Exceptional,78.9629,20.5937
Karthikeyan,India,Superior Room Garden View with Sitout - King Bed,2023-08-01,10,2,There are no comments available for this review,Family,2023-08-31,Exceptional,78.9629,20.5937
Ashish,India,Aguada Cottage Garden View - King Bed,2023-08-01,10,3,There are no comments available for this review,Family,2023-08-31,Exceptional,78.9629,20.5937
Pradeep,India,Superior Room Garden View with Sitout - King Bed,2023-08-01,10,1,There are no comments available for this review,Family,2023-08-28,Exceptional,78.9629,20.5937
Puneet,India,Superior Room Garden View with Sitout - King Bed,2023-08-01,10,1,There are no comments available for this review,Group,2023-08-26,Exceptional,78.9629,20.5937
Kapoor,United States,Aguada Cottage Sea View - King Bed,2023-08-01,10,4,There are no comments available for this review,Family,2023-08-21,Superb,-95.7129,37.0902
Vinod,India,Deluxe Room Sea View - King Bed,2023-07-01,10,1,There are no comments available for this review,Couple,2023-08-19,Exceptional,78.9629,20.5937
Mir,India,Superior Room Garden View with Sitout - King Bed,2023-08-01,10,2,There are no comments available for this review,Couple,2023-08-18,Exceptional,78.9629,20.5937
Veresh,India,Deluxe Room Sea View - King Bed,2023-08-01,9,2,There are no comments available for this review,Family,2023-08-17,Memorable stay,78.9629,20.5937
Rohit,India,Superior Room Garden View with Sitout - King Bed,2023-08-01,10,4,There are no comments available for this review,Couple,2023-08-10,Exceptional,78.9629,20.5937
Ricky,India,Superior Room Garden View with Sitout - King Bed,2023-08-01,10,3,There are no comments available for this review,Family,2023-08-08,Exceptional,78.9629,20.5937
Pramila,India,Deluxe Room Sea View - King Bed,2023-07-01,10,2,There are no comments available for this review,Group,2023-08-07,Exceptional,78.9629,20.5937
Shrey,India,Aguada Cottage Sea View - King Bed,2023-07-01,10,3,There are no comments available for this review,Couple,2023-08-06,Superb,78.9629,20.5937
Syed,United Arab Emirates,Premium Suite Sea View with Terrace - King Bed,2023-08-01,10,3,There are no comments available for this review,Family,2023-08-05,Superb,55.2962,23.4241
Dr,India,Deluxe Room Sea View with Sitout - King Bed,2023-08-01,10,1,There are no comments available for this review,Couple,2023-08-03,Exceptional,78.9629,20.5937
Pratik,India,Superior Room Garden View with Sitout - King Bed,2023-08-01,9,2,There are no comments available for this review,Couple,2023-08-01,Exceptional,78.9629,20.5937
Jayashankar,United States,Deluxe Room Sea View - King Bed,2023-07-01,9,3,There are no comments available for this review,Couple,2023-07-26,Exceptional,-95.7129,37.0902
Ashish,India,Deluxe Room Sea View with Sitout - King Bed,2023-07-01,10,3,There are no comments available for this review,Family,2023-07-24,Exceptional,78.9629,20.5937
Preeti,India,Deluxe Room Sea View - Twin Bed,2023-07-01,10,3,There are no comments available for this review,Family,2023-07-20,Exceptional,78.9629,20.5937
Kamakshi,United Kingdom,Superior Room Garden View with Sitout - King Bed,2023-07-01,10,2,There are no comments available for this review,Couple,2023-07-19,Exceptional,-0.1276,55.3781
Vikas,India,Premium Suite Sea View with Terrace - King Bed,2023-06-01,10,3,There are no comments available for this review,Couple,2023-07-19,Superb,78.9629,20.5937
Saurabh’s,India,Superior Room Garden View with Sitout - King Bed,2023-07-01,10,1,There are no comments available for this review,Family,2023-07-19,Exceptional,78.9629,20.5937
Arshia,India,Deluxe Room Sea View - King Bed,2023-07-01,10,2,There are no comments available for this review,Solo traveller,2023-07-18,Very good,78.9629,20.5937
Amitoj,India,Superior Room Garden View with Sitout - King Bed,2023-07-01,9,2,There are no comments available for this review,Couple,2023-07-16,Exceptional,78.9629,20.5937
Karan,India,Deluxe Room Sea View - King Bed,2023-06-01,10,2,There are no comments available for this review,Couple,2023-07-11,Exceptional,78.9629,20.5937
Vidyabee19,India,Premium Suite Sea View with Terrace - King Bed,2023-05-01,8,3,There are no comments available for this review,Family,2023-07-08,Exceptional,78.9629,20.5937
Toshikazu,Japan,Deluxe Room Sea View with Sitout - King Bed,2023-07-01,10,3,There are no comments available for this review,Couple,2023-07-03,Exceptional,138.2529,36.2048
Josan,India,Hermitage Villa - Sea View - One Bedroom,2023-06-01,10,1,There are no comments available for this review,Family,2023-06-29,Exceptional,78.9629,20.5937
Gaurav,United Arab Emirates,Aguada Cottage Sea View - Twin Bed,2023-06-01,10,1,There are no comments available for this review,Family,2023-06-29,Exceptional,55.2962,23.4241
Nikhil,India,Aguada Cottage Sea View - King Bed,2023-06-01,10,2,There are no comments available for this review,Family,2023-06-25,Very good,78.9629,20.5937
Singh,India,Aguada Cottage Sea View - Twin Bed,2023-06-01,10,4,There are no comments available for this review,Family,2023-06-25,Superb,78.9629,20.5937
Anshul,India,Deluxe Room Sea View with Sitout - King Bed,2023-06-01,10,4,There are no comments available for this review,Family,2023-06-20,Everything was nice and the staff was very warm.,78.9629,20.5937
Kinshukyi,India,Superior Room Garden View with Sitout - King Bed,2023-06-01,8,5,There are no comments available for this review,Family,2023-06-18,Very good,78.9629,20.5937
Mahesh,India,Deluxe Room Sea View - Twin Bed,2023-05-01,9,2,There are no comments available for this review,Couple,2023-06-13,Exceptional,78.9629,20.5937
Vk,India,Superior Room Garden View with Sitout - King Bed,2023-06-01,10,3,There are no comments available for this review,Couple,2023-06-10,Exceptional,78.9629,20.5937
Raunaq,India,Deluxe Room Sea View - King Bed,2023-06-01,8,1,There are no comments available for this review,Couple,2023-06-05,Superb,78.9629,20.5937
Aditya,India,Deluxe Room Sea View with Sitout - King Bed,2023-05-01,10,1,There are no comments available for this review,Family,2023-06-05,Exceptional,78.9629,20.5937
Saurav,India,Hermitage Villa With Garden Sitout,2023-05-01,10,2,There are no comments available for this review,Family,2023-06-01,Exceptional,78.9629,20.5937
Sudha,India,Deluxe Room Sea View - King Bed,2023-04-01,9,1,There are no comments available for this review,Solo traveller,2023-05-25,Exceptional,78.9629,20.5937
Rehan,United States,Deluxe Room Sea View - Twin Bed,2023-04-01,10,2,There are no comments available for this review,Family,2023-05-25,Exceptional,-95.7129,37.0902
Prerna,India,Aguada Cottage Sea View - King Bed,2023-05-01,10,2,There are no comments available for this review,Family,2023-05-09,Superb,78.9629,20.5937
Saroop,India,Deluxe Room Sea View with Sitout - King Bed,2023-05-01,10,2,There are no comments available for this review,Couple,2023-05-08,Superb,78.9629,20.5937
Malik,India,Superior Room Garden View with Sitout - King Bed,2023-05-01,10,2,There are no comments available for this review,Family,2023-05-05,Exceptional,78.9629,20.5937
